"inspection_id","inspection_date","inspection_time","year","month","order_id","product_id","product_name","batch_number","inspector_id","inspector_name","inspectordepartment","department","factory_id","factory_name","assembly_line_id","assembly_line_name","quantity_inspected","quantity_defective","defect_rate","sample_size","defect_type","defect_code","defect_severity","defect_description","dimension1","dimension2","weight","visual_quality","functional_test","inspection_status","inspection_result","rework_required","approved","approvedby","notes","photopath"
"INSP00000353","2024-02-13","14:57",2024,3,"ORD00000582","PROD000054","Product 54","BATCH00353","INS0004","Inspector 4","Quality Control","QC Department","FAC02","Factory 2","LINE024","Assembly Line 24",9299,87,"0.94",5241,"Dent","D002","Cosmetic","Dent found in batch","21.88","90.71","22.66","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.94% defect rate","photo_INSP00000353.jpg"
"INSP00000354","2024-09-28","08:01",2024,6,"ORD00000140","PROD000055","Product 55","BATCH00354","INS0005","Inspector 5","Quality Control","QC Department","FAC03","Factory 3","LINE025","Assembly Line 25",8773,61,"0.7",2687,"Discoloration","D003","None","Discoloration found in batch","89.64","15.38","40.97","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.7% defect rate","null"
"INSP00000355","2024-06-08","12:15",2024,9,"ORD00000719","PROD000056","Product 56","BATCH00355","INS0006","Inspector 6","Quality Control","QC Department","FAC04","Factory 4","LINE026","Assembly Line 26",9815,93,"0.95",3095,"Misalignment","D004","Critical","Misalignment found in batch","32.37","19.82","32.24","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.95% defect rate","null"
"INSP00000356","2024-12-22","15:47",2024,10,"ORD00000025","PROD000057","Product 57","BATCH00356","INS0007","Inspector 7","Quality Control","QC Department","FAC05","Factory 5","LINE027","Assembly Line 27",5749,54,"0.94",5089,"Missing Part","D005","Major","Missing Part found in batch","19.66","35.51","7.77","Good","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.94% defect rate","null"
"INSP00000357","2024-05-19","11:01",2024,1,"ORD00000973","PROD000058","Product 58","BATCH00357","INS0008","Inspector 8","Quality Control","QC Department","FAC06","Factory 6","LINE028","Assembly Line 28",6221,53,"0.85",1147,"Malfunction","D006","Minor","Malfunction found in batch","51.02","13.92","6.75","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.85% defect rate","null"
"INSP00000358","2024-01-08","10:39",2024,7,"ORD00000423","PROD000059","Product 59","BATCH00358","INS0009","Inspector 9","Quality Control","QC Department","FAC07","Factory 7","LINE029","Assembly Line 29",725,87,"12",634,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","37.36","89.86","12.91","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 12.0% defect rate","photo_INSP00000358.jpg"
"INSP00000359","2024-04-28","08:19",2024,9,"ORD00000944","PROD000060","Product 60","BATCH00359","INS0010","Inspector 10","Quality Control","QC Department","FAC08","Factory 8","LINE030","Assembly Line 30",2612,51,"1.95",1846,"None","D000","None","None found in batch","33.15","39.63","24.21","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.95% defect rate","photo_INSP00000359.jpg"
"INSP00000360","2024-02-22","12:07",2024,2,"ORD00000983","PROD000061","Product 61","BATCH00360","INS0011","Inspector 11","Quality Control","QC Department","FAC01","Factory 1","LINE001","Assembly Line 1",2029,15,"0.74",706,"Crack","D001","Critical","Crack found in batch","94.39","89.84","46.78","Fair","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.74% defect rate","null"
"INSP00000361","2024-09-20","09:05",2024,4,"ORD00000518","PROD000062","Product 62","BATCH00361","INS0012","Inspector 12","Quality Control","QC Department","FAC02","Factory 2","LINE002","Assembly Line 2",907,46,"5.07",877,"Dent","D002","Major","Dent found in batch","51.98","23.63","6.69","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 5.07% defect rate","photo_INSP00000361.jpg"
"INSP00000362","2024-11-08","12:43",2024,4,"ORD00000606","PROD000063","Product 63","BATCH00362","INS0013","Inspector 13","Quality Control","QC Department","FAC03","Factory 3","LINE003","Assembly Line 3",644,65,"10.09",178,"Discoloration","D003","Minor","Discoloration found in batch","18.83","78.87","15.6","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 10.09% defect rate","null"
"INSP00000363","2024-02-15","09:59",2024,6,"ORD00000343","PROD000064","Product 64","BATCH00363","INS0014","Inspector 14","Quality Control","QC Department","FAC04","Factory 4","LINE004","Assembly Line 4",3266,76,"2.33",2628,"Misalignment","D004","Cosmetic","Misalignment found in batch","74.9","19.95","40.02","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 2.33% defect rate","photo_INSP00000363.jpg"
"INSP00000364","2024-11-17","13:29",2024,2,"ORD00000558","PROD000065","Product 65","BATCH00364","INS0015","Inspector 15","Quality Control","QC Department","FAC05","Factory 5","LINE005","Assembly Line 5",138,71,"51.45",130,"Missing Part","D005","None","Missing Part found in batch","91.74","52.12","34.12","Poor","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 51.45% defect rate","null"
"INSP00000365","2024-03-18","14:38",2024,6,"ORD00000534","PROD000066","Product 66","BATCH00365","INS0016","Inspector 16","Quality Control","QC Department","FAC06","Factory 6","LINE006","Assembly Line 6",6923,68,"0.98",6882,"Malfunction","D006","Critical","Malfunction found in batch","57.13","78.9","30.96","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.98% defect rate","null"
"INSP00000366","2024-04-11","15:36",2024,1,"ORD00000602","PROD000067","Product 67","BATCH00366","INS0017","Inspector 17","Quality Control","QC Department","FAC07","Factory 7","LINE007","Assembly Line 7",2985,61,"2.04",2846,"Dimension Error","D007","Major","Dimension Error found in batch","87.77","32.43","44.22","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 2.04% defect rate","null"
"INSP00000367","2024-07-11","09:15",2024,7,"ORD00000595","PROD000068","Product 68","BATCH00367","INS0018","Inspector 18","Quality Control","QC Department","FAC08","Factory 8","LINE008","Assembly Line 8",5455,81,"1.48",3501,"None","D000","Minor","None found in batch","24.78","62.25","40.96","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.48% defect rate","null"
"INSP00000368","2024-12-20","16:23",2024,2,"ORD00000039","PROD000069","Product 69","BATCH00368","INS0019","Inspector 19","Quality Control","QC Department","FAC01","Factory 1","LINE009","Assembly Line 9",8608,48,"0.56",3004,"Crack","D001","Cosmetic","Crack found in batch","57.81","85.37","26.84","Good","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.56% defect rate","null"
"INSP00000369","2024-08-19","16:32",2024,11,"ORD00000556","PROD000070","Product 70","BATCH00369","INS0020","Inspector 20","Quality Control","QC Department","FAC02","Factory 2","LINE010","Assembly Line 10",2388,81,"3.39",1541,"Dent","D002","None","Dent found in batch","90.32","19.24","23.9","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 3.39% defect rate","null"
"INSP00000370","2024-02-15","09:33",2024,4,"ORD00000806","PROD000071","Product 71","BATCH00370","INS0021","Inspector 21","Quality Control","QC Department","FAC03","Factory 3","LINE011","Assembly Line 11",9895,31,"0.31",9150,"Discoloration","D003","Critical","Discoloration found in batch","97.37","12.21","24.13","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.31% defect rate","null"
"INSP00000371","2024-08-06","10:25",2024,1,"ORD00000566","PROD000072","Product 72","BATCH00371","INS0022","Inspector 22","Quality Control","QC Department","FAC04","Factory 4","LINE012","Assembly Line 12",6209,81,"1.3",846,"Misalignment","D004","Major","Misalignment found in batch","72.93","35.6","1.86","Poor","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.3% defect rate","photo_INSP00000371.jpg"
"INSP00000372","2024-01-11","09:38",2024,2,"ORD00000722","PROD000073","Product 73","BATCH00372","INS0023","Inspector 23","Quality Control","QC Department","FAC05","Factory 5","LINE013","Assembly Line 13",4686,33,"0.7",1884,"Missing Part","D005","Minor","Missing Part found in batch","39.48","36.67","49.82","Good","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.7% defect rate","null"
"INSP00000373","2024-02-21","14:54",2024,3,"ORD00000365","PROD000074","Product 74","BATCH00373","INS0024","Inspector 24","Quality Control","QC Department","FAC06","Factory 6","LINE014","Assembly Line 14",2347,32,"1.36",1776,"Malfunction","D006","Cosmetic","Malfunction found in batch","89.85","45.47","9.38","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 1.36% defect rate","null"
"INSP00000374","2024-12-20","16:57",2024,7,"ORD00000680","PROD000075","Product 75","BATCH00374","INS0025","Inspector 25","Quality Control","QC Department","FAC07","Factory 7","LINE015","Assembly Line 15",4630,70,"1.51",4427,"Dimension Error","D007","None","Dimension Error found in batch","79.51","42.47","33.83","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.51% defect rate","photo_INSP00000374.jpg"
"INSP00000375","2024-11-08","16:00",2024,5,"ORD00000674","PROD000076","Product 76","BATCH00375","INS0026","Inspector 26","Quality Control","QC Department","FAC08","Factory 8","LINE016","Assembly Line 16",3359,0,"0",868,"None","D000","Critical","None found in batch","51.3","94.3","5.13","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.0% defect rate","photo_INSP00000375.jpg"
"INSP00000376","2024-02-02","15:01",2024,1,"ORD00000479","PROD000077","Product 77","BATCH00376","INS0027","Inspector 27","Quality Control","QC Department","FAC01","Factory 1","LINE017","Assembly Line 17",7777,74,"0.95",3930,"Crack","D001","Major","Crack found in batch","71.01","97.76","1.78","Good","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.95% defect rate","photo_INSP00000376.jpg"
"INSP00000377","2024-04-01","11:49",2024,1,"ORD00000964","PROD000078","Product 78","BATCH00377","INS0028","Inspector 28","Quality Control","QC Department","FAC02","Factory 2","LINE018","Assembly Line 18",9577,20,"0.21",5081,"Dent","D002","Minor","Dent found in batch","26.02","57.7","9.37","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.21% defect rate","photo_INSP00000377.jpg"
"INSP00000378","2024-02-25","09:10",2024,1,"ORD00000848","PROD000079","Product 79","BATCH00378","INS0029","Inspector 29","Quality Control","QC Department","FAC03","Factory 3","LINE019","Assembly Line 19",2480,45,"1.81",2418,"Discoloration","D003","Cosmetic","Discoloration found in batch","53.54","11.04","45.81","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.81% defect rate","null"
"INSP00000379","2024-02-18","16:36",2024,5,"ORD00000385","PROD000080","Product 80","BATCH00379","INS0030","Inspector 30","Quality Control","QC Department","FAC04","Factory 4","LINE020","Assembly Line 20",6544,61,"0.93",4999,"Misalignment","D004","None","Misalignment found in batch","70.31","78.3","15.88","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.93% defect rate","photo_INSP00000379.jpg"
"INSP00000380","2024-11-09","16:26",2024,12,"ORD00000496","PROD000081","Product 81","BATCH00380","INS0031","Inspector 31","Quality Control","QC Department","FAC05","Factory 5","LINE021","Assembly Line 21",3481,61,"1.75",1456,"Missing Part","D005","Critical","Missing Part found in batch","45.46","30.48","44.46","Fair","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 1.75% defect rate","null"
"INSP00000381","2024-01-06","15:20",2024,1,"ORD00000836","PROD000082","Product 82","BATCH00381","INS0032","Inspector 32","Quality Control","QC Department","FAC06","Factory 6","LINE022","Assembly Line 22",9864,10,"0.1",6334,"Malfunction","D006","Major","Malfunction found in batch","84.88","55.59","42.46","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.1% defect rate","photo_INSP00000381.jpg"
"INSP00000382","2024-01-14","14:31",2024,1,"ORD00000790","PROD000083","Product 83","BATCH00382","INS0033","Inspector 33","Quality Control","QC Department","FAC07","Factory 7","LINE023","Assembly Line 23",5782,85,"1.47",1926,"Dimension Error","D007","Minor","Dimension Error found in batch","79.83","98.9","15.24","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.47% defect rate","photo_INSP00000382.jpg"
"INSP00000383","2024-07-11","12:57",2024,2,"ORD00000539","PROD000084","Product 84","BATCH00383","INS0034","Inspector 34","Quality Control","QC Department","FAC08","Factory 8","LINE024","Assembly Line 24",741,81,"10.93",573,"None","D000","Cosmetic","None found in batch","19.99","57.02","22.63","Poor","Fail","On Hold","Pending","No","No","null","Inspection completed - 10.93% defect rate","photo_INSP00000383.jpg"
"INSP00000384","2024-10-26","08:59",2024,9,"ORD00000912","PROD000085","Product 85","BATCH00384","INS0035","Inspector 35","Quality Control","QC Department","FAC01","Factory 1","LINE025","Assembly Line 25",3580,4,"0.11",1997,"Crack","D001","None","Crack found in batch","20.17","81.98","43.58","Fair","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.11% defect rate","null"
"INSP00000385","2024-02-16","11:20",2024,4,"ORD00000972","PROD000086","Product 86","BATCH00385","INS0036","Inspector 36","Quality Control","QC Department","FAC02","Factory 2","LINE026","Assembly Line 26",7709,35,"0.45",7221,"Dent","D002","Critical","Dent found in batch","94.44","17.5","34.95","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.45% defect rate","photo_INSP00000385.jpg"
"INSP00000386","2024-09-06","13:57",2024,7,"ORD00000453","PROD000087","Product 87","BATCH00386","INS0037","Inspector 37","Quality Control","QC Department","FAC03","Factory 3","LINE027","Assembly Line 27",4952,1,"0.02",710,"Discoloration","D003","Major","Discoloration found in batch","46.72","68.79","33.14","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.02% defect rate","null"
"INSP00000387","2024-01-24","16:37",2024,12,"ORD00000240","PROD000088","Product 88","BATCH00387","INS0038","Inspector 38","Quality Control","QC Department","FAC04","Factory 4","LINE028","Assembly Line 28",3817,82,"2.15",2113,"Misalignment","D004","Minor","Misalignment found in batch","50.54","37.11","6.67","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 2.15% defect rate","photo_INSP00000387.jpg"
"INSP00000388","2024-01-13","13:21",2024,8,"ORD00000007","PROD000089","Product 89","BATCH00388","INS0039","Inspector 39","Quality Control","QC Department","FAC05","Factory 5","LINE029","Assembly Line 29",8767,21,"0.24",1182,"Missing Part","D005","Cosmetic","Missing Part found in batch","53.47","50.12","35.32","Good","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.24% defect rate","photo_INSP00000388.jpg"
"INSP00000389","2024-08-20","14:06",2024,6,"ORD00000630","PROD000090","Product 90","BATCH00389","INS0040","Inspector 40","Quality Control","QC Department","FAC06","Factory 6","LINE030","Assembly Line 30",2292,84,"3.66",1579,"Malfunction","D006","None","Malfunction found in batch","86.01","76.51","6.49","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 3.66% defect rate","photo_INSP00000389.jpg"
"INSP00000390","2024-11-10","16:44",2024,2,"ORD00000542","PROD000091","Product 91","BATCH00390","INS0041","Inspector 41","Quality Control","QC Department","FAC07","Factory 7","LINE001","Assembly Line 1",2167,23,"1.06",178,"Dimension Error","D007","Critical","Dimension Error found in batch","29.33","14.37","41.7","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.06% defect rate","photo_INSP00000390.jpg"
"INSP00000391","2024-09-14","08:17",2024,5,"ORD00000864","PROD000092","Product 92","BATCH00391","INS0042","Inspector 42","Quality Control","QC Department","FAC08","Factory 8","LINE002","Assembly Line 2",8890,15,"0.17",1676,"None","D000","Major","None found in batch","21.14","38.44","7.06","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.17% defect rate","photo_INSP00000391.jpg"
"INSP00000392","2024-04-25","10:23",2024,3,"ORD00000083","PROD000093","Product 93","BATCH00392","INS0043","Inspector 43","Quality Control","QC Department","FAC01","Factory 1","LINE003","Assembly Line 3",2014,80,"3.97",93,"Crack","D001","Minor","Crack found in batch","86.81","86.3","15.32","Poor","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 3.97% defect rate","null"
"INSP00000393","2024-01-24","14:45",2024,7,"ORD00000689","PROD000094","Product 94","BATCH00393","INS0044","Inspector 44","Quality Control","QC Department","FAC02","Factory 2","LINE004","Assembly Line 4",5953,13,"0.22",3873,"Dent","D002","Cosmetic","Dent found in batch","79.63","18.85","11.39","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.22% defect rate","null"
"INSP00000394","2024-02-22","14:45",2024,8,"ORD00000749","PROD000095","Product 95","BATCH00394","INS0045","Inspector 45","Quality Control","QC Department","FAC03","Factory 3","LINE005","Assembly Line 5",3591,93,"2.59",715,"Discoloration","D003","None","Discoloration found in batch","68.51","44.57","45.62","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 2.59% defect rate","photo_INSP00000394.jpg"
"INSP00000395","2024-03-13","13:17",2024,3,"ORD00000001","PROD000096","Product 96","BATCH00395","INS0046","Inspector 46","Quality Control","QC Department","FAC04","Factory 4","LINE006","Assembly Line 6",5494,4,"0.07",302,"Misalignment","D004","Critical","Misalignment found in batch","30.69","48.83","31.54","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.07% defect rate","photo_INSP00000395.jpg"
"INSP00000396","2024-04-06","09:39",2024,10,"ORD00000059","PROD000097","Product 97","BATCH00396","INS0047","Inspector 47","Quality Control","QC Department","FAC05","Factory 5","LINE007","Assembly Line 7",8936,90,"1.01",8875,"Missing Part","D005","Major","Missing Part found in batch","28.48","33.92","45.63","Good","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 1.01% defect rate","photo_INSP00000396.jpg"
"INSP00000397","2024-10-09","11:04",2024,10,"ORD00000310","PROD000098","Product 98","BATCH00397","INS0048","Inspector 48","Quality Control","QC Department","FAC06","Factory 6","LINE008","Assembly Line 8",6046,44,"0.73",5270,"Malfunction","D006","Minor","Malfunction found in batch","89.51","98.3","32.78","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.73% defect rate","null"
"INSP00000398","2024-03-12","15:36",2024,11,"ORD00000532","PROD000099","Product 99","BATCH00398","INS0049","Inspector 49","Quality Control","QC Department","FAC07","Factory 7","LINE009","Assembly Line 9",5733,73,"1.27",5596,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","61","16.59","9.23","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.27% defect rate","null"
"INSP00000399","2024-03-03","14:48",2024,6,"ORD00000759","PROD000100","Product 100","BATCH00399","INS0050","Inspector 50","Quality Control","QC Department","FAC08","Factory 8","LINE010","Assembly Line 10",4006,38,"0.95",175,"None","D000","None","None found in batch","66.82","59.24","35.25","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.95% defect rate","null"
"INSP00000400","2024-04-28","08:46",2024,10,"ORD00000179","PROD000101","Product 101","BATCH00400","INS0001","Inspector 1","Quality Control","QC Department","FAC01","Factory 1","LINE011","Assembly Line 11",3082,29,"0.94",2482,"Crack","D001","Critical","Crack found in batch","25.85","79.87","27.85","Poor","Pass","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.94% defect rate","photo_INSP00000400.jpg"
"INSP00000401","2024-07-04","14:31",2024,1,"ORD00000724","PROD000102","Product 102","BATCH00401","INS0002","Inspector 2","Quality Control","QC Department","FAC02","Factory 2","LINE012","Assembly Line 12",4493,48,"1.07",4304,"Dent","D002","Major","Dent found in batch","48.41","87.42","21.3","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.07% defect rate","null"
"INSP00000402","2024-12-19","13:23",2024,3,"ORD00000889","PROD000103","Product 103","BATCH00402","INS0003","Inspector 3","Quality Control","QC Department","FAC03","Factory 3","LINE013","Assembly Line 13",3602,22,"0.61",1664,"Discoloration","D003","Minor","Discoloration found in batch","76.37","37.2","10.02","Poor","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.61% defect rate","null"
"INSP00000403","2024-05-28","15:06",2024,8,"ORD00000593","PROD000104","Product 104","BATCH00403","INS0004","Inspector 4","Quality Control","QC Department","FAC04","Factory 4","LINE014","Assembly Line 14",6862,19,"0.28",249,"Misalignment","D004","Cosmetic","Misalignment found in batch","91.65","94.48","23.56","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.28% defect rate","photo_INSP00000403.jpg"
"INSP00000404","2024-09-10","14:30",2024,5,"ORD00000105","PROD000105","Product 105","BATCH00404","INS0005","Inspector 5","Quality Control","QC Department","FAC05","Factory 5","LINE015","Assembly Line 15",7014,0,"0",1886,"Missing Part","D005","None","Missing Part found in batch","42.81","61.19","38.61","Fair","Fail","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.0% defect rate","null"
"INSP00000405","2024-06-08","15:30",2024,10,"ORD00000227","PROD000106","Product 106","BATCH00405","INS0006","Inspector 6","Quality Control","QC Department","FAC06","Factory 6","LINE016","Assembly Line 16",5601,68,"1.21",5516,"Malfunction","D006","Critical","Malfunction found in batch","82.12","99.61","48.91","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.21% defect rate","null"
"INSP00000406","2024-09-28","12:09",2024,12,"ORD00000472","PROD000107","Product 107","BATCH00406","INS0007","Inspector 7","Quality Control","QC Department","FAC07","Factory 7","LINE017","Assembly Line 17",6407,72,"1.12",5397,"Dimension Error","D007","Major","Dimension Error found in batch","65.47","30.88","29.18","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.12% defect rate","photo_INSP00000406.jpg"
"INSP00000407","2024-12-07","11:38",2024,1,"ORD00000336","PROD000108","Product 108","BATCH00407","INS0008","Inspector 8","Quality Control","QC Department","FAC08","Factory 8","LINE018","Assembly Line 18",3106,70,"2.25",1515,"None","D000","Minor","None found in batch","80.26","41.49","6.26","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 2.25% defect rate","null"
"INSP00000408","2024-07-09","09:44",2024,1,"ORD00000009","PROD000109","Product 109","BATCH00408","INS0009","Inspector 9","Quality Control","QC Department","FAC01","Factory 1","LINE019","Assembly Line 19",7702,30,"0.39",6584,"Crack","D001","Cosmetic","Crack found in batch","72.49","85.35","21.92","Fair","Pass","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.39% defect rate","null"
"INSP00000409","2024-05-27","08:55",2024,4,"ORD00000438","PROD000110","Product 110","BATCH00409","INS0010","Inspector 10","Quality Control","QC Department","FAC02","Factory 2","LINE020","Assembly Line 20",2678,81,"3.02",1401,"Dent","D002","None","Dent found in batch","68.36","33.71","43.77","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 3.02% defect rate","null"
"INSP00000410","2024-05-22","14:22",2024,5,"ORD00000701","PROD000111","Product 111","BATCH00410","INS0011","Inspector 11","Quality Control","QC Department","FAC03","Factory 3","LINE021","Assembly Line 21",2793,74,"2.65",290,"Discoloration","D003","Critical","Discoloration found in batch","30.59","84.93","29.13","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 2.65% defect rate","photo_INSP00000410.jpg"
"INSP00000411","2024-07-22","17:00",2024,12,"ORD00000388","PROD000112","Product 112","BATCH00411","INS0012","Inspector 12","Quality Control","QC Department","FAC04","Factory 4","LINE022","Assembly Line 22",6647,79,"1.19",4886,"Misalignment","D004","Major","Misalignment found in batch","13.59","36.96","3.74","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.19% defect rate","null"
"INSP00000412","2024-06-02","12:35",2024,6,"ORD00000179","PROD000113","Product 113","BATCH00412","INS0013","Inspector 13","Quality Control","QC Department","FAC05","Factory 5","LINE023","Assembly Line 23",6731,47,"0.7",5704,"Missing Part","D005","Minor","Missing Part found in batch","10.97","25.27","19","Good","Fail","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.7% defect rate","photo_INSP00000412.jpg"
"INSP00000413","2024-05-27","15:55",2024,4,"ORD00000872","PROD000114","Product 114","BATCH00413","INS0014","Inspector 14","Quality Control","QC Department","FAC06","Factory 6","LINE024","Assembly Line 24",6271,7,"0.11",696,"Malfunction","D006","Cosmetic","Malfunction found in batch","55.93","29.21","19.85","Fair","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.11% defect rate","photo_INSP00000413.jpg"
"INSP00000414","2024-08-19","09:54",2024,4,"ORD00000392","PROD000115","Product 115","BATCH00414","INS0015","Inspector 15","Quality Control","QC Department","FAC07","Factory 7","LINE025","Assembly Line 25",5447,5,"0.09",979,"Dimension Error","D007","None","Dimension Error found in batch","53.97","66.3","35.15","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.09% defect rate","photo_INSP00000414.jpg"
"INSP00000415","2024-07-12","10:53",2024,7,"ORD00000053","PROD000116","Product 116","BATCH00415","INS0016","Inspector 16","Quality Control","QC Department","FAC08","Factory 8","LINE026","Assembly Line 26",775,35,"4.52",424,"None","D000","Critical","None found in batch","67.48","72.98","32.09","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 4.52% defect rate","null"
"INSP00000416","2024-04-05","14:53",2024,8,"ORD00000277","PROD000117","Product 117","BATCH00416","INS0017","Inspector 17","Quality Control","QC Department","FAC01","Factory 1","LINE027","Assembly Line 27",1173,25,"2.13",479,"Crack","D001","Major","Crack found in batch","43.12","88.96","27.14","Good","Fail","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 2.13% defect rate","photo_INSP00000416.jpg"
"INSP00000417","2024-05-06","08:49",2024,8,"ORD00000054","PROD000118","Product 118","BATCH00417","INS0018","Inspector 18","Quality Control","QC Department","FAC02","Factory 2","LINE028","Assembly Line 28",4652,31,"0.67",99,"Dent","D002","Minor","Dent found in batch","52.29","30.83","1.28","Poor","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.67% defect rate","null"
"INSP00000418","2024-02-19","11:51",2024,1,"ORD00000224","PROD000119","Product 119","BATCH00418","INS0019","Inspector 19","Quality Control","QC Department","FAC03","Factory 3","LINE029","Assembly Line 29",6021,7,"0.12",4949,"Discoloration","D003","Cosmetic","Discoloration found in batch","27.29","48.63","39.54","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.12% defect rate","null"
"INSP00000419","2024-11-03","14:58",2024,12,"ORD00000899","PROD000120","Product 120","BATCH00419","INS0020","Inspector 20","Quality Control","QC Department","FAC04","Factory 4","LINE030","Assembly Line 30",5921,45,"0.76",164,"Misalignment","D004","None","Misalignment found in batch","50.15","49.3","27.91","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.76% defect rate","null"
"INSP00000420","2024-12-13","13:19",2024,10,"ORD00000052","PROD000121","Product 121","BATCH00420","INS0021","Inspector 21","Quality Control","QC Department","FAC05","Factory 5","LINE001","Assembly Line 1",8583,26,"0.3",8361,"Missing Part","D005","Critical","Missing Part found in batch","55.34","77.57","22.11","Good","Pass","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.3% defect rate","null"
"INSP00000421","2024-06-11","09:58",2024,9,"ORD00000356","PROD000122","Product 122","BATCH00421","INS0022","Inspector 22","Quality Control","QC Department","FAC06","Factory 6","LINE002","Assembly Line 2",9159,91,"0.99",5182,"Malfunction","D006","Major","Malfunction found in batch","22.93","77.24","31.54","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.99% defect rate","photo_INSP00000421.jpg"
"INSP00000422","2024-05-23","17:57",2024,7,"ORD00000437","PROD000123","Product 123","BATCH00422","INS0023","Inspector 23","Quality Control","QC Department","FAC07","Factory 7","LINE003","Assembly Line 3",6555,89,"1.36",2961,"Dimension Error","D007","Minor","Dimension Error found in batch","74.2","60.49","7.24","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 1.36% defect rate","null"
